Address Line 1,City,CO2 Emission,County,Facility ID,Gas Code,Gas Name,Latitude,Longitude,State Name,Year,Zip Code,Facility Name,geometry,is_major_city,distance_to_nearest_major_city
1499 US RT 1 & 9 NORTH,RAHWAY,190045.0,UNION,1002269,CO2,CARBON DIOXIDE,40.6008,-74.2664,NEW JERSEY,2011,7065,UNION COUNTY RESOURCE RECOVERY FACILITY,POINT (1807905.76660957 2161919.1526263785),no,27142.481463781347
7100 EAST RICE ST,SIOUX FALLS,23.244,MINNEHAHA,1001097,N2O,NITROUS OXIDE,43.6033,-96.6369,SOUTH DAKOTA,2011,57101,ANGUS ANSON,POINT (-51194.33511908323 2290236.0226745564),no,307988.6661155013
17-10 STEINWAY ST,ASTORIA,1885673.5,QUEENS,1004576,CO2,CARBON DIOXIDE,40.7825,-73.8964,NEW YORK,2011,11105,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,POINT (1833441.1972773953 2188819.3330642376),no,5843.109628061405
385 N. Buck Blvd.,BLYTHE,227.25,RIVERSIDE,1001405,CH4,METHANE,33.6157,-114.6865,CALIFORNIA,2011,92225,BLYTHE ENERGY,POINT (-1710805.8465264777 1340781.5609988214),no,239438.20676004805
2300 BRANCH ROAD,SCOTTSVILLE,957.176,FLUVANNA,1000818,N2O,NITROUS OXIDE,37.8667,-78.3813,VIRGINIA,2011,24590,TENASKA VIRGINIA GENERATING STATION,POINT (1526487.7191593626 1789792.76399711),no,87665.22676228046
5481 S PACKARD AVE,CUDAHY,31.5,MILWAUKEE,1005442,CH4,METHANE,42.947167,-87.8615,WISCONSIN,2011,53110,ATI LADISH LLC,POINT (659648.7781669402 2245063.0942882495),no,15645.862365226303
One Inmetco Drive,ELLWOOD CITY,60866.0,LAWRENCE,1005752,CO2,CARBON DIOXIDE,40.859451,-80.258591,PENNSYLVANIA,2011,16117,INMETCO,POINT (1310122.200014207 2092006.0719044846),no,52636.79706755514
1250 ST GEORGE ST,EAST LIVERPOOL,44.998,COLUMBIANA,1001897,N2O,NITROUS OXIDE,40.631622,-80.54632,OHIO,2011,43920,HERITAGE-WTI  INC,POINT (1290519.5731388947 2062896.0923732896),no,52481.51804456214
9901 HWY 18,ST. JAMES,622599.9,SAINT,1001962,CO2,CARBON DIOXIDE,30.08013,-90.916,LOUISIANA,2011,70086,AMERICAS STYRENICS LLC - ST JAMES PLANT,POINT (489300.7442127293 791358.8758238945),no,432613.53069264395
491 POWER PLANT ROAD,LUMBERTON,229295.5,ROBESON,1000829,CO2,CARBON DIOXIDE,34.5889,-78.975,NORTH CAROLINA,2011,28358,W H WEATHERSPOON STEAM ELECTRIC PLANT,POINT (1541019.2701008136 1419220.0687587545),no,142348.17015749673
390 ROUTE 11,HUNLOCK CREEK,5638.0,LUZERNE,1000901,CO2,CARBON DIOXIDE,41.2033,-76.0683,PENNSYLVANIA,2011,18621,HUNLOCK CREEK ENERGY CENTER,POINT (1646274.123766563 2195028.789180953),no,155175.60257685505
301 EAST CANAL STREET,PERU,7.152,MIAMI,1005081,N2O,NITROUS OXIDE,40.75515,-86.05816,INDIANA,2011,46970,PERU UTILITIES,POINT (830937.3285669681 2015075.1550041246),no,109819.19738295044
3790 HIGHWAY 30,SAINT GABRIEL,26.25,IBERVILLE,1004985,CH4,METHANE,30.250833,-91.092278,LOUISIANA,2011,70776,TAMINCO US LLC,POINT (471372.33907198283 809391.8553211996),no,417153.95229380764
N8914 COUNTY HIGHWAY E,WATERTOWN,8.75,JEFFERSON,1001086,CH4,METHANE,43.1669,-88.69,WISCONSIN,2011,53094,CONCORD,POINT (590750.4008578509 2264076.0917521524),no,59603.35195671141
3501 DONIPHAN ST,SUNLAND PARK,449231.0,DONA,1000752,CO2,CARBON DIOXIDE,31.8047,-106.5472,NEW MEXICO,2011,88063,RIO GRANDE,POINT (-992259.2138691847 1025144.6155018911),no,552940.7555067493
1016 CLARK St.,SIOUX CITY,56976.8,WOODBURY,1006258,CO2,CARBON DIOXIDE,42.500764,-96.391706,IOWA,2011,51102,CARGILL INCORPORATED,POINT (-31993.274362408654 2166977.709866898),no,371857.61460822384
4882 Frank Sinatra Dr,LAS VEGAS,73.606,CLARK,1006611,N2O,NITROUS OXIDE,36.189225,-115.188545,NEVADA,2011,89158,MGM RESORTS INTERNATIONAL,POINT (-1698416.6355239362 1631981.036483733),yes,0.0
1315 AIRPORT ROAD,GALLATIN,21.158,SUMNER,1005515,N2O,NITROUS OXIDE,36.380556,-86.416111,TENNESSEE,2011,37066,HOEGANAES CORPORATION,POINT (850476.3372191808 1524279.6797497296),no,40271.78432717417
1315 AIRPORT ROAD,GALLATIN,54091.0,SUMNER,1005515,CO2,CARBON DIOXIDE,36.380556,-86.416111,TENNESSEE,2011,37066,HOEGANAES CORPORATION,POINT (850476.3372191808 1524279.6797497296),no,40271.78432717417
200 CP&L DRIVE,ARDEN,8721.864,BUNCOMBE,1007180,N2O,NITROUS OXIDE,35.4714,-82.5431,NORTH CAROLINA,2011,28704,ASHEVILLE STEAM ELECTRIC PLANT,POINT (1206568.6598903963 1465124.9685285827),no,157133.83278071505
1947 West Potrero Road,CAMARILLO,59.898,VENTURA,1001667,N2O,NITROUS OXIDE,34.158675,-118.992159,CALIFORNIA,2011,93012,CI POWER COGENERATION PLANT,POINT (-2083483.468593101 1485985.2067138657),no,53811.00769704709
1947 West Potrero Road,CAMARILLO,106122.9,VENTURA,1001667,CO2,CARBON DIOXIDE,34.158675,-118.992159,CALIFORNIA,2011,93012,CI POWER COGENERATION PLANT,POINT (-2083483.468593101 1485985.2067138657),no,53811.00769704709
1701 ALEXANDER RD,N LAS VEGAS,50.0,CLARK,1000595,CH4,METHANE,36.23228,-115.12297,NEVADA,2011,89030,LAS VEGAS GENERATING STATION,POINT (-1691727.3542948377 1635535.9058845786),no,12686.036401192534
2701 E. 114TH ST.,CHICAGO,1.5,COOK,1004427,CH4,METHANE,41.687645,-87.554445,ILLINOIS,2011,60617,HORSEHEAD CORP. - CHICAGO,POINT (696971.5599397254 2106955.5440720655),yes,0.0
357 MARIAN AVENUE,TAMAQUA,7.152,SCHUYLKILL,1005202,N2O,NITROUS OXIDE,40.836389,-76.030833,PENNSYLVANIA,2011,18252,VERSUM MATERIALS US  LLC,POINT (1657892.559654034 2155498.419339146),no,119626.23234972493
16815 OLD BEATTYS FORD RD.,GOLD HILL,432.398,ROWAN,1005299,N2O,NITROUS OXIDE,35.50767,-80.3297,NORTH CAROLINA,2011,28071,CAROLINA STALITE COMPANY,POINT (1402686.185263945 1499524.815914818),no,56185.93711834882
700 25TH STREET NORTHWEST,MASON CITY,534.314,CERRO,1005352,N2O,NITROUS OXIDE,43.1731,-93.2058,IOWA,2011,50401,LEHIGH CEMENT CO LLC,POINT (225980.41164455866 2245359.3163747024),no,199683.32642950813
800 N. RICE AVE.,OXNARD,331600.9,VENTURA,1002152,CO2,CARBON DIOXIDE,34.20915,-119.14208,CALIFORNIA,2011,93030,PROCTER & GAMBLE PAPER PRODUCTS,POINT (-2095439.7246131639 1494758.3605129314),no,68114.4567427697
100 CROMBY ROAD,PHOENIXVILLE,226945.0,CHESTER,1000896,CO2,CARBON DIOXIDE,40.1514,-75.5306,PENNSYLVANIA,2011,19460,CROMBY,POINT (1715186.2856407128 2089377.0374481229),no,37197.53460153767
7705 WEST BAY ROAD,BAYTOWN,1165032.8,CHAMBERS,1000929,CO2,CARBON DIOXIDE,29.7483,-94.9272,TEXAS,2011,77520,CEDAR BAYOU,POINT (103712.44447915236 742036.5391919505),no,44782.359098770314
1685 ROAD 200TH,EMPORIA,121.0,LYON,1000583,CH4,METHANE,38.4464,-96.0651,KANSAS,2011,66801,WESTAR ENERGY  INC.,POINT (-5628.207773628502 1712861.5499428008),no,150571.44081567848
900 CHELSEA ROAD,PERRYMAN,43.25,HARFORD,1000644,CH4,METHANE,39.4422,-76.2208,MARYLAND,2011,21130,PERRYMAN,POINT (1674625.8931003262 1999371.8912108338),no,36944.88879751467
475 MOREA RD,FRACKVILLE,2310.096,SCHUYLKILL,1006714,N2O,NITROUS OXIDE,40.7817,-76.1781,PENNSYLVANIA,2011,17931,WHEELABRATOR - FRACKVILLE,POINT (1647112.7931984505 2146946.708494174),no,123449.46906122076
3930 U S Route 23 South,PIKETON,3.576,PIKE,1007415,N2O,NITROUS OXIDE,39.010113,-83.026022,OHIO,2011,45661,AMERICAN CENTRIFUGE PLANT,POINT (1109582.6987085135 1851901.8378980837),no,109442.20162156265
3930 U S Route 23 South,PIKETON,3.0,PIKE,1007415,CH4,METHANE,39.010113,-83.026022,OHIO,2011,45661,AMERICAN CENTRIFUGE PLANT,POINT (1109582.6987085135 1851901.8378980837),no,109442.20162156265
420 South Hazard Street,GEORGETOWN,62534.9,GEORGETOWN,1001699,CO2,CARBON DIOXIDE,33.36792,-79.29486,SOUTH CAROLINA,2011,29440,ARCELORMITTAL GEORGETOWN,POINT (1536230.73392634 1279735.6225427988),no,249002.91650469365
151 SOUTH INDUSTRIAL STREET,RITTMAN,441.25,WAYNE,1002203,CH4,METHANE,40.976821,-81.775437,OHIO,2011,44270,MORTON SALT  INC.,POINT (1182913.6960118718 2085090.3365475708),no,56483.39810912526
5900 DARWIN RD,WEST TERRE HAUTE,901755.2,VIGO,1000799,CO2,CARBON DIOXIDE,39.3922,-87.5103,INDIANA,2011,47885,SUGAR CREEK GENERATING STATION,POINT (723542.0608620605 1851207.0477207345),no,123886.059059716
11060 S CHICAGO ROAD,OAK CREEK,5780794.9,MILWAUKEE,1000982,CO2,CARBON DIOXIDE,42.8457,-87.8294,WISCONSIN,2011,53154,SOUTH OAK CREEK,POINT (663217.6638971438 2233991.485011904),no,26859.64565365939
802 Alumni Drive,FAIRBANKS,627.588,FAIRBANKS,1005509,N2O,NITROUS OXIDE,64.853667,-147.824528,ALASKA,2011,99775,UNIVERSITY OF ALASKA FAIRBANKS,POINT (-2803276.534067162 5308398.670333845),no,2445316.198612105
45 RIBAUD AVENUE EAST,SILVER SPRINGS,95763.7,WYOMING,1002333,CO2,CARBON DIOXIDE,42.657389,-78.076111,NEW YORK,2011,14550,MORTON SALT  INC.,POINT (1452022.6525294185 2321757.142417336),no,293837.07225417637
21204 MARTINSBURG ROAD,DICKERSON,199894.0,MONTGOMERY,1000623,CO2,CARBON DIOXIDE,39.200734,-77.456357,MARYLAND,2011,20842,MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY,POINT (1576639.607545447 1951721.6760596202),no,50244.13725427652
13M W OF HOBBS ON HWY 62/180,HOBBS,315.75,LEA,1000755,CH4,METHANE,32.7131,-103.3533,NEW MEXICO,2011,88240,CUNNINGHAM,POINT (-684687.2244407333 1097784.9068761312),no,584368.3102144971
352 HIGHWAY 4 WEST,ASHLAND,631.462,BENTON,1000821,N2O,NITROUS OXIDE,34.8358,-89.2017,MISSISSIPPI,2011,38603,MAGNOLIA FACILITY,POINT (616151.1599836824 1330478.6445315338),no,75667.7320735333
4950 County Highway 5 North,HIBBING,241988.7,SAINT,1005116,CO2,CARBON DIOXIDE,47.476831,-92.967271,MINNESOTA,2011,55746,HIBBING TACONITE COMPANY,POINT (230001.55416456706 2724085.1143466067),no,279722.4490981061
82 Georgia Feed Drive,CUTHBERT,56.62,RANDOLPH,1004987,N2O,NITROUS OXIDE,31.770884,-84.734284,GEORGIA,2011,39840,GEORGIA FEED PRODUCTS CO,POINT (1059994.4021106598 1029161.3397529018),no,224107.65866864784
3702 CLANTON ROAD,AUGUSTA,12.75,RICHMOND,1001748,CH4,METHANE,33.370148,-82.014013,GEORGIA,2011,30906,SOLVAY SPECIALTY POLYMERS USA  LLC,POINT (1288122.5264885807 1239572.3043989788),no,226308.41823183966
2608 C.G.Woodson Road,NEW CANTON,458.5,BUCKINGHAM,1000550,CH4,METHANE,37.6961,-78.2848,VIRGINIA,2011,23123,BEAR GARDEN GENERATING STATION,POINT (1538295.3616657336 1772557.7344400138),no,73176.6869884398
844 125TH ST,SHERBURN,11.92,MARTIN,1000685,N2O,NITROUS OXIDE,43.6728,-94.7074,MINNESOTA,2011,56171,FOX LAKE,POINT (103791.91220834343 2298525.9805775355),no,183849.45039340807
1444 120TH ST,WELCOME,105.194,MARTIN,1006946,N2O,NITROUS OXIDE,43.663889,-94.582222,MINNESOTA,2011,56181,VALERO WELCOME PLANT,POINT (113857.45202467442 2297675.0851939963),no,178628.53533386192
1400 South Cement Road,FREDONIA,468.158,WILSON,1005720,N2O,NITROUS OXIDE,37.51586,-95.82438,KANSAS,2011,66736,LAFARGE NORTH AMERICA  INC.,POINT (15375.922592387113 1608577.9018673147),no,211141.83236465647
2525 MCGAW AVE,IRVINE,18.0,ORANGE,1005872,CH4,METHANE,33.6878,-117.8379,CALIFORNIA,2011,92614,B BRAUN MEDICAL  INC,POINT (-1992770.7608854582 1410067.205460079),no,49396.82134212977
170 ALA MOANA BLVD,HONOLULU,236.016,HONOLULU,1005886,N2O,NITROUS OXIDE,21.305722,-157.864111,HAWAII,2011,96813,HAWAIIAN ELECTRIC COMPANY (HECO)-HONOLULU GENERATING STATION,POINT (-6127759.908322401 1884532.5930664022),no,3850236.236431646
1318 GRATIS ROAD,MONROE,53.75,WALTON,1005702,CH4,METHANE,33.8376,-83.6996,GEORGIA,2011,30656,DOYLE ENERGY FACILITY,POINT (1127066.913382226 1269870.4698950697),no,66932.99338770866
100 MILL ROAD,PORT TOWNSEND,4155.5,JEFFERSON,1005732,CH4,METHANE,48.093793,-122.796806,WASHINGTON,2011,98368,PORT TOWNSEND PAPER CORP,POINT (-1986835.4385499288 3070491.2447771234),no,63158.87252254649
3511 11TH ST. N.E.,AUSTIN,19844.1,MOWER,1005945,CO2,CARBON DIOXIDE,43.7014,-92.9626,MINNESOTA,2011,55912,AUSTIN UTILITIES NORTHEAST POWER STATION,POINT (243758.14864239955 2304907.112328504),yes,0.0
1415 N GARFIELD,CHANUTE,4.75,NEOSHO,1005778,CH4,METHANE,37.6953,-95.4586,KANSAS,2011,66720,CHANUTE 2,POINT (47285.98013538401 1628808.8211315605),no,178202.80979728268
4001 State Route 147,NORTH LAS VEGAS,20.5,CLARK,1006108,CH4,METHANE,36.221695,-114.889838,NEVADA,2011,89115,PABCO BUILDING PRODUCTS AND SANDIA,POINT (-1671611.313168783 1630248.5965048175),no,33476.97941143726
From McCook  Texas in Hidalgo County  take FM-490 west for 8 miles into Starr County. Take El Panel Road south for 1.85 miles to a crossroad.,MCCOOK,12.25,STARR,1007406,CH4,METHANE,26.572004,-98.792184,TEXAS,2011,78582,EL EBANITO PRODUCTION FACILITY,POINT (-280207.2863352472 394704.24133533315),no,320350.664971377
2600 SHORELINE BLVD,MOUNTAIN VIEW,91002.25,SANTA,1005910,CH4,METHANE,37.43319,-122.08271,CALIFORNIA,2011,94043,CITY OF MOUNTAIN VIEW (SHORELINE LANDFILL),POINT (-2257549.7644051053 1911060.770115262),no,25352.671024250045
7300 CPL Road,LAREDO,25.5,WEBB,1006725,CH4,METHANE,27.5667,-99.5083,TEXAS,2011,78041,LAREDO,POINT (-347999.72395082295 506566.5150013974),no,230873.425053827
910 E 134TH ST LOCUST AVE,BRONX,8.25,BRONX,1005913,CH4,METHANE,40.7988,-73.9093,NEW YORK,2011,10454,HELL GATE,POINT (1831969.9964882582 2190346.9052151986),yes,0.0
100 Water Tower Place,ATLANTA,23.0,DEKALB,1006236,CH4,METHANE,33.7981,-84.325937,GEORGIA,2011,30322,EMORY UNIVERSITY,POINT (1070514.173770508 1258250.255914154),yes,0.0
13230 ESK STREET,HENNEPIN,1.192,PUTNAM,1005944,N2O,NITROUS OXIDE,41.29884,-89.30235,ILLINOIS,2011,61327,WASHINGTON MILLS HENNEPIN INC.,POINT (556059.7961526258 2052051.735861103),no,146699.47354408202
2161 Rattlesnake Road,RIESEL,7.25,MCLENNAN,1007324,CH4,METHANE,31.4753,-96.9564,TEXAS,2011,76682,SANDY CREEK ENERGY STATION,POINT (-90528.74002384863 933803.7775007819),no,147979.16674996685
1100 PPG DRIVE,WESTLAKE,4100.0,CALCASIEU,1006023,CO2,CARBON DIOXIDE,30.233009,-93.282122,LOUISIANA,2011,70669,TETRA CHEMICALS/LAKE CHARLES PLANT,POINT (261181.28736478888 798973.8341604338),no,208963.54634494454
1100 PPG DRIVE,WESTLAKE,0.5,CALCASIEU,1006023,CH4,METHANE,30.233009,-93.282122,LOUISIANA,2011,70669,TETRA CHEMICALS/LAKE CHARLES PLANT,POINT (261181.28736478888 798973.8341604338),no,208963.54634494454
700 HYUNDAI BOULEVARD,MONTGOMERY,15.496,MONTGOMERY,1007393,N2O,NITROUS OXIDE,32.287594,-86.331777,ALABAMA,2011,36105,HYUNDAI MOTOR MANUFACTURING ALABAMA  LLC,POINT (904400.6968110929 1069877.2624090372),no,241946.26414438864
201 DUNCANNON LANE,RICHMOND,63.5,MADISON,1007333,CH4,METHANE,37.70035,-84.26846,KENTUCKY,2011,40475,AGC FLAT GLASS N AMERICA INC,POINT (1021970.3599519923 1692399.8012434174),yes,0.0
700 Industrial Park Road,MOUNDS,6656.4,PULASKI,1006606,CO2,CARBON DIOXIDE,37.105911,-89.203275,ILLINOIS,2011,62964,MOUNDS PRODUCTION COMPANY  LLC,POINT (597844.4042161639 1584011.5445275852),no,194020.11272781197
11 CLOUD ST.,LEESBURG,40291.9,LAKE,1006667,CO2,CARBON DIOXIDE,28.812639,-81.865221,FLORIDA,2011,34748,CUTRALE CITRUS JUICES USA  INC.,POINT (1376830.2272088022 740374.3783445251),no,63666.86619256576
NORTH CROSSMAN ROAD,SAYREVILLE,10.75,MIDDLESEX,1006708,CH4,METHANE,40.479262,-74.321207,NEW JERSEY,2011,8872,GERDAU AMERISTEEL - SAYREVILLE,POINT (1806504.7861131176 2147616.768857866),no,36599.79799976415
1216 2ND STREET SOUTHWEST,ROCHESTER,25.0,OLMSTED,1006686,CH4,METHANE,44.02164,-92.48209,MINNESOTA,2011,55902,SAINT MARYS HOSPITAL,POINT (280981.7165748889 2341934.0251923366),no,122045.61039423966
369 MILL STREET,SHELDON SPRINGS,18.25,FRANKLIN,1006423,CH4,METHANE,44.909945,-72.976094,VERMONT,2011,5485,WESTROCK CONVERTING COMPANY - MISSISQUOI MILL,POINT (1797696.26406735 2654535.8996133283),no,326623.6173519143
2001 JACKSON ROAD,PASADENA,12138.0,HARRIS,1006743,CO2,CARBON DIOXIDE,29.736528,-95.198139,TEXAS,2011,77506,AGRIFOS FERTILIZER PASADENA,POINT (77531.2844809514 740472.646236595),no,19201.254961160874
8005 NORTH TABLER RD.,MORRIS,30.0,GRUNDY,1007343,CH4,METHANE,41.40649,-88.33607,ILLINOIS,2011,60450,AKZO NOBEL SURFACE CHEMISTRY LLC,POINT (635149.6490660612 2070123.7977702096),no,72195.19756586793
103 FUNSTON ROAD,KANSAS CITY,34.0,WYANDOTTE,1005745,CH4,METHANE,39.142019,-94.615315,KANSAS,2011,66115,CERTAINTEED CORP.,POINT (118572.4472851711 1791691.581608768),yes,0.0
1450 SWIFT MILL ROAD,ATMORE,387.4,ESCAMBIA,1006710,N2O,NITROUS OXIDE,31.032879,-87.510586,ALABAMA,2011,36502,SWIFT LUMBER INC,POINT (806908.396035509 920187.9174485689),no,419671.1074543731
8000 95TH ST,PLEASANT PRAIRIE,35802.018,KENOSHA,1006632,N2O,NITROUS OXIDE,42.5381,-87.9033,WISCONSIN,2011,53158,PLEASANT PRAIRIE,POINT (660159.1057703138 2199224.8758465643),no,59019.730035405264
4501 North Access Road,CHATTANOOGA,401.108,HAMILTON,1004737,N2O,NITROUS OXIDE,35.10865,-85.247269,TENNESSEE,2011,37415,KORDSA INC. - CHATTANOOGA,POINT (969858.7407970987 1393884.781386391),no,168250.00314829053
11440 CEMETERY RD,RIGA,52.746,LENAWEE,1004228,N2O,NITROUS OXIDE,41.814436,-83.836092,MICHIGAN,2011,49276,GREEN PLAINS HOLDINGS II LLC,POINT (1000598.8563372275 2154276.616907518),no,87649.89608207696
11653 S TORRENCE AVE,CHICAGO,19855.3,COOK,1005756,CO2,CARBON DIOXIDE,41.6835,-87.5563,ILLINOIS,2011,60617,CALUMET ENERGY TEAM  LLC,POINT (696860.0360316838 2106479.937815654),yes,0.0
200 W Industrial Boulevard,CLEBURNE,26.82,JOHNSON,1003968,N2O,NITROUS OXIDE,32.38548,-97.3924,TEXAS,2011,76033,JOHNS MANVILLE,POINT (-130310.55645403755 1035700.132310926),no,74043.79703155419
1700 WASHINGTON AVE.,PORT HURON,668.414,SAINT,1004895,N2O,NITROUS OXIDE,42.987129,-82.440658,MICHIGAN,2011,48060,E B EDDY PAPER INC,POINT (1096003.5921992976 2299586.4034391497),no,86362.60148296553
1010 Sulphur Road,DAMASCUS,19.668,VAN,1003816,N2O,NITROUS OXIDE,35.407846,-92.407203,ARKANSAS,2011,72039,COVE CREEK CPF-4,POINT (323407.2663775122 1378555.9324540012),no,222725.31657492864
201 Red River Mine Road,COUSHATTA,4.0,RED,1003752,CH4,METHANE,32.005411,-93.387823,LOUISIANA,2011,71019,ADA CARBON SOLUTIONS (RED RIVER)  LLC,POINT (245608.0356326329 995760.1880552692),no,311861.47795596113
1001 TILLMAN ST.,MEMPHIS,38295.5,SHELBY,1006466,CO2,CARBON DIOXIDE,35.158444,-89.966754,TENNESSEE,2011,38108,MEMPHIS CELLULOSE LLC,POINT (544620.7948066081 1361823.3967849084),yes,0.0
1920 PAK TANK RD.,SULPHUR,433.25,CALCASIEU,1005848,CH4,METHANE,30.147688,-93.335266,LOUISIANA,2011,70665,RAIN CII CARBON LLC - LAKE CHARLES CALCINING PLANT,POINT (256341.19956942825 789360.7285598193),no,201998.5926803301
300 DAYVILLE ROAD,VALDEZ,82.0,VALDEZ,1005781,CH4,METHANE,61.0861,-146.3889,ALASKA,2011,99686,ALYESKA PIPELINE SERVICE COMPANY  VALDEZ MARINE TERMINAL,POINT (-2916409.5651277746 4953981.187988191),no,2162961.1651739613
3580 SALT PT RD,WATKINS GLEN,165.39,SCHUYLER,1005849,N2O,NITROUS OXIDE,42.407639,-76.886556,NEW YORK,2011,14891,U S SALT - WATKINS GLEN REFINERY,POINT (1552704.7828423714 2313171.997054051),no,302349.83791462716
2768 E Elwin Rd,DECATUR,36.5,MACON,1004085,CH4,METHANE,39.778611,-88.896389,ILLINOIS,2011,62521,FUYAO GLASS ILLINOIS INC.,POINT (602419.1990332315 1884695.9555079115),no,172384.34051257017
3000 Vintage Blvd 300,JUNEAU,29.0,JUNEAU,1006162,CH4,METHANE,58.081802,-134.641206,ALASKA,2011,99801,HECLA GREENS CREEK MINE,POINT (-2400803.274873822 4353501.173510336),no,1411297.9789904202
525 GULF STREET,ADRIAN,93663.976,LENAWEE,1004275,NF3,NITROGEN TRIFLOURIDE,41.891389,-84.0175,MICHIGAN,2011,49221,ANDERSON DEVELOPMENT COMPANY,POINT (984673.3751776022 2160922.00657816),no,93129.49721498408
10851 ENERGY HIGHWAY,FRIENDLY,18.476,TYLER,1003940,N2O,NITROUS OXIDE,39.47875,-81.0998,WEST VIRGINIA,2011,26146,MPM SILICONES LLC,POINT (1264855.1064880285 1927928.4088169404),no,143673.1831201159
101 AVENUE K,STERLING,95426.4,WHITESIDE,1006269,CO2,CARBON DIOXIDE,41.786281,-89.709809,ILLINOIS,2011,61081,STERLING STEEL COMPANY LLC,POINT (518674.0779971089 2104173.9493735167),no,166985.04209435245
101 AVENUE K,STERLING,21.75,WHITESIDE,1006269,CH4,METHANE,41.786281,-89.709809,ILLINOIS,2011,61081,STERLING STEEL COMPANY LLC,POINT (518674.0779971089 2104173.9493735167),no,166985.04209435245
4108 VALLEY INDUSTRIAL BLVD N,SHAKOPEE,26.0,SCOTT,1004942,CH4,METHANE,44.79873,-93.46704,MINNESOTA,2011,55379,ANCHOR GLASS CONTAINER CORPORATION. - PLANT 12,POINT (200026.73221366954 2425984.3891039304),no,24153.20157090807
10400 WEST NORTH AVENUE,MELROSE PARK,33.674,COOK,1006190,N2O,NITROUS OXIDE,41.910912,-87.879942,ILLINOIS,2011,60160,NAVISTAR INC,POINT (668044.6741737959 2129503.9904350317),no,17926.356779221413
550 Solano Way,MARTINEZ,238.4,CONTRA,1003980,N2O,NITROUS OXIDE,38.02176,-122.06579,CALIFORNIA,2011,94553,MARTINEZ COGEN LIMITED PARTNER,POINT (-2238255.336866446 1974157.94964762),no,44488.54936876895
ONE RAILROAD AVENUE,TARRANT,223686.3,JEFFERSON,1004511,CO2,CARBON DIOXIDE,33.580769,-86.781281,ALABAMA,2011,35217,ABC COKE,POINT (848511.3698040609 1209324.1254238524),no,218185.92038884197
429 Cedar Creek Road,SPRINGFIELD,14.5,CONWAY,1003822,CH4,METHANE,35.42585,-92.820899,ARKANSAS,2011,72157,STURGEON CPF-1,POINT (286115.62764652015 1379243.1614249777),no,259916.44521969985
1600 LOVERIDGE ROAD,PITTSBURG,894.0,CONTRA,1003644,N2O,NITROUS OXIDE,38.01529,-121.8597,CALIFORNIA,2011,94565,GWF POWER SYSTEMS  L.P. (SITE 2),POINT (-2221194.172763502 1968624.260517129),no,58692.88260635622
PR-03 KM 58.3,CEIBA,2565.2,CEIBA,1003651,CO2,CARBON DIOXIDE,18.243581,-65.653972,PUERTO RICO,2011,735,PREPA DAGUAO TURBINE POWER BLOCK,POINT (3277629.481289389 15807.966050028712),no,47636.36564323892
9984 WEST WALNUT AVENUE,LIVINGSTON,27.714,MERCED,1004262,N2O,NITROUS OXIDE,37.389912,-120.66745,CALIFORNIA,2011,95334,SENSIENT NATURAL INGREDIENTS LLC,POINT (-2139144.289025545 1873643.4984199347),no,104072.1639485994
4612 HIGHWAY 49 EAST,YAZOO,1105035.3,YAZOO,1004183,CO2,CARBON DIOXIDE,32.904368,-90.383137,MISSISSIPPI,2011,39194,CF INDUSTRIES NITROGEN  LLC - YAZOO CITY FACILITY,POINT (521959.4699995407 1108051.5329585571),no,249287.7450832521
1728 South 2300 East,GOODING,54641.0,GOODING,1006296,CO2,CARBON DIOXIDE,42.948333,-114.6325,IDAHO,2011,83301,GLANBIA FOODS  INC.,POINT (-1502370.8942336275 2364683.7533706585),no,329455.71701676585
913 BOWMAN STREET,MANSFIELD,86614.0,RICHLAND,1006530,CO2,CARBON DIOXIDE,40.78513,-82.52384,OHIO,2011,44903,AK STEEL CORP MANSFIELD WORKS,POINT (1124139.8424776671 2054767.0700911887),no,97568.75131311239
601 HIGHWAY 611,PASCAGOULA,74534.8,JACKSON,1004757,CO2,CARBON DIOXIDE,30.348861,-88.498028,MISSISSIPPI,2011,39568,MISSISSIPPI PHOSPHATES CORP,POINT (719255.9597685199 836507.2942959722),no,539732.3946234559
900 DELAWARE AVENUE,PALMERTON,10.75,CARBON,1004723,CH4,METHANE,40.808331,-75.583339,PENNSYLVANIA,2011,18071,HORSEHEAD CORP. - PALMERTON,POINT (1695147.6290855103 2160321.3170861253),no,97333.50159025031
12764 McCoys Fork Road,WALTON,68.7,BOONE,1005950,CO2,CARBON DIOXIDE,38.86293,-84.65671,KENTUCKY,2011,41094,BAVARIAN TRUCKING CO.  INC.,POINT (972795.5779647357 1817672.959122004),no,33773.72993796273
13330 HATCHERVILLE RD.,MONT BELVIEU,51411.9,HARRIS,1006274,CO2,CARBON DIOXIDE,29.8742,-94.9122,TEXAS,2011,77580,EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT,POINT (105002.64847256982 756017.4525352803),no,47030.47999681575
169 Jesse Bridge Road,UPPER DEERFIELD TOWNSHIP,98.936,CUMBERLAND,1004203,N2O,NITROUS OXIDE,39.45253,-75.09315,NEW JERSEY,2011,8332,EPP CUMBERLAND COUNTY GAS TO ENERGY PLANT,POINT (1768344.212428803 2020930.3077830866),no,62308.187990058774
