Address Line 1,City,County,State Name,is_major_city,distance_to_nearest_major_city,distance_to_coast,Facility ID,BIOCO2,CH4,CO2,HFC,HFE,N2O,NF3,OTHER,OTHER_FULL,PFC,SF6,VERY_SHORT
11191 LONGSTREET ROAD,WILLIS,MONTGOMERY,TEXAS,no,73319.6829134365,88595.89187726502,1000928,0.0,504.25,1087553.8,0.0,0.0,601.066,0.0,0.0,0.0,0.0,0.0,0.0
112 MAINTENANCE COMPLEX,BLACKSBURG,MONTGOMERY,VIRGINIA,no,222452.18790120253,276319.36235416634,1005660,0.0,331.75,120751.9,0.0,0.0,573.65,0.0,0.0,0.0,0.0,0.0,0.0
112 N 5TH ST,DE PERE,BROWN,WISCONSIN,no,154715.04635730022,900794.9696489751,1001295,0.0,6.5,14247.7,0.0,0.0,7.748,0.0,0.0,0.0,0.0,0.0,0.0
112 Spragins Street,HUNTSVILLE,MADISON,ALABAMA,no,166581.99547273238,456967.92771326343,1002297,0.0,10672.25,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120 E. CLARENDON DR.,DALLAS,DALLAS,TEXAS,yes,0.0,372540.06454922765,1004024,0.0,0.0,29902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120 WALKER ROAD,LAFAYETTE,LAFAYETTE,LOUISIANA,no,325806.40177615377,45337.37516809833,1006298,0.0,178.25,384219.9,0.0,0.0,212.474,0.0,0.0,0.0,0.0,0.0,0.0
11201 NEW BURLIN ROAD,JACKSONVILLE,DUVAL,FLORIDA,yes,0.0,12592.117955393831,1006587,0.0,20219.25,6876767.2,0.0,0.0,35050.76,0.0,0.0,0.0,0.0,0.0,0.0
11224 HWY 190,PORT ALLEN,WEST,LOUISIANA,no,393889.9515038734,89031.11687524595,1005031,0.0,1149.0,129242.1,0.0,0.0,70.626,0.0,0.0,0.0,0.0,0.0,0.0
11224 LANKFORD HIGHWAY,TEMPERANCEVILLE,ACCOMACK,VIRGINIA,no,135970.96899674024,8088.316493158336,1004952,0.0,9758.0,31046.8,0.0,0.0,68.838,0.0,0.0,0.0,0.0,0.0,0.0
1124 VICTORY TRAIL ROAD,GAFFNEY,CHEROKEE,SOUTH CAROLINA,no,68829.7426055507,283817.8977368836,1001343,0.0,199.5,429889.6,0.0,0.0,237.804,0.0,0.0,0.0,0.0,0.0,0.0
1125 BIXBY ROAD,FAIRMONT,MARTIN,MINNESOTA,no,174537.59852923258,1306771.5885993887,1005526,0.0,91.0,192814.3,0.0,0.0,108.472,0.0,0.0,0.0,0.0,0.0,0.0
1125 GEDDIE ROAD,TALLAHASSEE,LEON,FLORIDA,no,261734.6170703086,41382.19095263924,1007189,0.0,287.0,623307.8,0.0,0.0,344.19,0.0,0.0,0.0,0.0,0.0,0.0
1125 Muscat Avenue,SANGER,FRESNO,CALIFORNIA,no,213853.97400021413,183933.73457928712,1005044,0.0,27.25,57982.6,0.0,0.0,32.482,0.0,0.0,0.0,0.0,0.0,0.0
11258 PORTERVILLE HWY.,BAKERSFIELD,KERN,CALIFORNIA,no,191194.92829413264,155498.65640836308,1005087,4845.0,1015.0,353430.0,0.0,0.0,1761.18,0.0,0.0,0.0,0.0,0.0,0.0
11295 230TH ST,CLEAR LAKE,CERRO,IOWA,no,208465.5480493165,1282540.6222987217,1000317,0.0,92.75,199776.6,0.0,0.0,110.558,0.0,0.0,0.0,0.0,0.0,0.0
1132 33RD STREET,RIO RANCHO,SANDOVAL,NEW MEXICO,no,526546.5855376888,748227.0090185677,1007769,0.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11335 N. 1770 Rd. ,SAYRE,BECKHAM,OKLAHOMA,no,387539.5597308801,755362.9386805809,1008416,0.0,489.0,51573.1,0.0,0.0,19.966,0.0,0.0,0.0,0.0,0.0,0.0
1134 MANOR RD,BAKERSFIELD,KERN,CALIFORNIA,no,155882.60103150728,122924.83622028945,1006533,0.0,81.75,173529.0,0.0,0.0,97.446,0.0,0.0,0.0,0.0,0.0,0.0
1134 Manor Street,BAKERSFIELD,KERN,CALIFORNIA,no,155882.60103150728,122924.83622028945,1002261,0.0,187.0,3323.9,0.0,0.0,1.192,0.0,0.0,0.0,0.0,0.0,0.0
11340 C.F. Hawn FWY,DALLAS,DALLAS,TEXAS,yes,0.0,359749.76262205036,1004646,0.0,6350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11345 STATE ROAD 650,SHOALS,MARTIN,INDIANA,no,131794.854561769,807864.4680605166,1006058,0.0,19.5,41109.0,0.0,0.0,23.84,0.0,0.0,0.0,0.0,0.0,0.0
11376 SHERMAN RD,FREDERIC,CRAWFORD,MICHIGAN,no,303200.81133756536,734459.6502287808,1007720,0.0,40775.45,1039.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140 JEFFERSON HWY,GRAMERCY,SAINT,LOUISIANA,no,456474.7268061402,24356.814874038995,1005645,0.0,269.0,117303.0,0.0,0.0,465.774,0.0,0.0,0.0,0.0,0.0,0.0
1140 WEST 200 SOUTH,SALT LAKE CITY,SALT,UTAH,yes,0.0,869062.8249093904,1004977,0.0,78772.5,127.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140 West 200 South,SALT LAKE CITY,SALT,UTAH,yes,0.0,869062.8249093904,1008169,0.0,27372.75,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140 West 200 South,SALT LAKE CITY,SALT,UTAH,yes,0.0,869062.8249093904,1008170,0.0,123384.75,2381.4,0.0,0.0,1.192,0.0,0.0,0.0,0.0,0.0,0.0
1140 West 200 South,SALT LAKE CITY,SALT,UTAH,yes,0.0,869062.8249093904,1008590,0.0,277439.75,36932.9,0.0,0.0,36.654,0.0,0.0,0.0,0.0,0.0,0.0
11400 Bay Area Blvd.,PASADENA,HARRIS,TEXAS,no,37736.262965123286,3423.5221014978206,1006711,0.0,0.0,493718.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11400 Old McGregor Road,WACO,MCLENNAN,TEXAS,no,140735.84826304487,284187.8809659314,1002554,0.0,78387.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11401 I15,LAS VEGAS,CLARK,NEVADA,yes,0.0,367738.88452503295,1002101,0.0,162.25,344130.6,0.0,0.0,193.402,0.0,0.0,0.0,0.0,0.0,0.0
11405 ISLAND DRIVE,JACKSONVILLE,DUVAL,FLORIDA,yes,0.0,12119.490644579351,1006191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11405 US HIGHWAY 93,APEX,CLARK,NEVADA,no,34914.87100274133,410842.9922488547,1000150,0.0,1110.53075,2394827.37802,0.0,0.0,1323.15576,0.0,0.0,0.0,0.0,0.0,0.0
1141 County Road 141,KENNEDY,KARNES,TEXAS,no,108382.35194304414,87794.30999609614,1008965,0.0,122978.25,31629.8,0.0,0.0,17.284,0.0,0.0,0.0,0.0,0.0,0.0
11417 EAST MT. MORRIS RD.,DAVISON,GENESEE,MICHIGAN,no,88892.0996385302,714581.2033293319,1003592,0.0,90975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11427 Firebaugh Blvd.,FIREBAUGH,MADERA,CALIFORNIA,no,141786.5489118678,126635.31930843742,1001698,397929.9,3101.5,9537.8,0.0,0.0,4852.632,0.0,0.0,0.0,0.0,0.0,0.0
11435 COUNTY ROAD 176,PAULDING,PAULDING,OHIO,no,182955.04893293578,685591.535041177,1007766,2962.3,167.25,315067.6,0.0,0.0,384.718,0.0,0.0,0.0,0.0,0.0,0.0
11440 CEMETERY RD,RIGA,LENAWEE,MICHIGAN,no,87649.89608207696,656420.9847437799,1004228,0.0,44.25,93672.9,0.0,0.0,52.746,0.0,0.0,0.0,0.0,0.0,0.0
11440 HWY 90 WEST,BEAUMONT,JEFFERSON,TEXAS,no,116057.23512060946,36785.65721983608,1006416,0.0,11.25,24001.0,0.0,0.0,13.41,0.0,0.0,0.0,0.0,0.0,0.0
11444 E Germann Rd,MESA,MARICOPA,ARIZONA,no,56428.05879996097,270866.27833836793,1004038,0.0,0.5,28415.7,0.0,0.0,0.596,0.0,0.0,0.0,0.0,0.0,0.0
11453 FT DODGE RD,DODGE CITY,FORD,KANSAS,no,481188.1687652029,998361.1410571674,1001573,0.0,114.75,247297.5,0.0,0.0,136.782,0.0,0.0,0.0,0.0,0.0,0.0
1146 South County Road 101,COYANOSA,PECOS,TEXAS,no,478457.9896698828,652326.9040198505,1004827,0.0,58240.0,207317.1,0.0,0.0,269.094,0.0,0.0,0.0,0.0,0.0,0.0
11480 WEST GLENDALE AVENUE,GLENDALE,MARICOPA,ARIZONA,no,20086.61315069823,259447.4844474047,1003683,22451.0,49059.5,0.0,0.0,0.0,81.056,0.0,0.0,0.0,0.0,0.0,0.0
1149 U AVENUE,GRAND JUNCTION,GREENE,IOWA,no,329937.3436539096,1350207.6288037018,1003855,253.0,277.0,167259.8,0.0,0.0,95.062,0.0,0.0,0.0,0.0,0.0,0.0
115 Brick School Road,WAYNESBURG,GREENE,PENNSYLVANIA,no,68825.96168920898,280888.3116026119,1009878,0.0,59982.5,19674.6,0.0,0.0,6.854,0.0,0.0,0.0,0.0,0.0,0.0
115 DIVISION ST,MONTGOMERY,MONTGOMERY,ALABAMA,no,232022.69467444744,210392.42473650922,1006957,0.0,120143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115 GRAND AVENUE,KANSAS CITY,JACKSON,MISSOURI,yes,0.0,1021725.6551372439,1002452,0.0,684.0,201757.5,0.0,0.0,1177.1,0.0,0.0,0.0,0.0,0.0,0.0
115 Grayson Lane,ELDORADO,SALINE,ILLINOIS,no,187488.6360704484,787109.8229729398,1001686,0.0,76030.25,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115 JOHN ST,WALLINGFORD,NEW,CONNECTICUT,no,108863.86695001861,17200.319008339975,1000069,0.0,44.5,95624.1,0.0,0.0,53.044,0.0,0.0,0.0,0.0,0.0,0.0
115 Lucas Wyatt Rd.,WEST MONROE,OUACHITA,LOUISIANA,no,377462.88540214265,277121.1343746851,1004736,0.0,2023.0,96412.3,0.0,0.0,54.236,0.0,0.0,0.0,0.0,0.0,0.0
115 North Big Creek Road,SIDNEY,PIKE,KENTUCKY,no,252220.10657602682,443610.7175038329,1010090,0.0,39277.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115 SOUTHWEST 1ST STREET,GRAND RAPIDS,ITASCA,MINNESOTA,no,252720.0582721798,1013257.7135989899,1006102,0.0,10.0,21231.8,0.0,0.0,11.92,0.0,0.0,0.0,0.0,0.0,0.0
1150 E. Cheyenne Mountain Boulevard,COLORADO SPRINGS,EL,COLORADO,no,109204.95929285523,1131561.8067410549,1009792,0.0,7.75,16380.0,8732.0,0.0,497.958,5332.0,0.0,7200.0,353799.3,21204.0,1.2214
1150 East 700 Ave ,ARCADIA,CRAWFORD,KANSAS,no,167634.81348231967,856475.1915136251,1007990,0.0,28172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150 H & H LN,NORTH POLE,FAIRBANKS,ALASKA,no,2417366.082413027,329846.2097017545,1001810,0.0,299.5,296105.0,0.0,0.0,713.71,0.0,0.0,0.0,0.0,0.0,0.0
1150 S METCALF,LIMA,ALLEN,OHIO,no,125755.57663573608,628956.9763230133,1002042,0.0,0.0,96777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150 S METCALF,LIMA,ALLEN,OHIO,no,125755.57663573608,628956.9763230133,1002043,0.0,0.0,146479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150 SOUTH METCALF STREET,LIMA,ALLEN,OHIO,no,125850.32191449532,629006.0105214233,1000411,0.0,5060.25,1197004.2,0.0,0.0,3556.63,0.0,0.0,0.0,0.0,0.0,0.0
1150 W. HIGHWAY 30,POCATELLO,BANNOCK,IDAHO,no,243396.044950576,915049.2654741401,1005035,0.0,19.25,123214.5,0.0,0.0,22.946,0.0,0.0,0.0,0.0,0.0,0.0
11500 BALSAM ST,NORWALK,LOS,CALIFORNIA,no,37482.56577435383,20237.05266446579,1004051,0.0,24.0,50685.9,0.0,0.0,28.608,0.0,0.0,0.0,0.0,0.0,0.0
11501 COTTONWOOD ROAD,BRIMFIELD,PEORIA,ILLINOIS,no,214070.166793466,1089178.396365249,1003986,0.0,74075.25,496.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151   260th ST,SERGEANT BLUFF,WOODBURY,IOWA,no,386175.9978658476,1397519.4448133803,1001612,0.0,16445.75,5727538.3,0.0,0.0,28506.978,0.0,0.0,0.0,0.0,0.0,0.0
11518 Road 120,PIXLEY,TULARE,CALIFORNIA,no,226102.476588048,154437.33113889047,1004685,0.0,28.75,60714.3,0.0,0.0,34.27,0.0,0.0,0.0,0.0,0.0,0.0
1152 Old Highway 31,ALABASTER,SHELBY,ALABAMA,no,228174.5707608837,292098.0493812029,1004571,0.0,499.75,366453.2,0.0,0.0,866.286,0.0,0.0,0.0,0.0,0.0,0.0
11525 NORTH ILLINOIS HIGHWAY 142,MOUNT VERNON,JEFFERSON,ILLINOIS,no,123344.34669523493,847653.0569984604,1003416,0.0,29.75,62346.3,0.0,0.0,339.72,0.0,0.0,0.0,0.0,0.0,0.0
11530 PORTOR ROAD  RTE 635,ORANGE,ORANGE,VIRGINIA,no,93856.94741462528,60947.08789127601,1007397,0.0,31254.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11535 EAST MOUNTAINVIEW AVENUE,KINGSBURG,FRESNO,CALIFORNIA,no,217128.8052315708,170787.04057735432,1007904,0.0,37.5,115144.9,0.0,0.0,71.222,0.0,0.0,0.0,0.0,0.0,0.0
11537 ROUTE 19A,PORTAGEVILLE,ALLEGANY,NEW YORK,no,280466.2621078811,363263.59712509793,1001217,0.0,16.75,35810.3,0.0,0.0,19.966,0.0,0.0,0.0,0.0,0.0,0.0
11543 LAKE OF EGYPT RD,MARION,WILLIAMSON,ILLINOIS,no,159679.4554744897,773628.5929142523,1001530,0.0,6384.0,2257178.6,0.0,0.0,11067.124,0.0,0.0,0.0,0.0,0.0,0.0
1155 Buckeye Road,LIMA,ALLEN,OHIO,no,125774.48682112317,629679.0373049228,1002228,0.0,62.0,28153.9,0.0,0.0,105.492,0.0,0.0,0.0,0.0,0.0,0.0
1155 CONSHOHOCKEN ROAD,CONSHOHOCKEN,MONTGOMERY,PENNSYLVANIA,no,17907.800121493783,21127.967695736283,1007884,267780.1,2980.0,165871.9,0.0,0.0,4663.402,0.0,0.0,0.0,0.0,0.0,0.0
1155 Defense Pentagon,WASHINGTON DC,DISTRICT,DISTRICT OF COLUMBIA,no,1811.9096109320096,2061.376411726149,1005560,6550.0,61.0,22204.3,0.0,0.0,92.678,0.0,0.0,0.0,0.0,0.0,0.0
1155 EIH 20 S,WASKOM,HARRISON,TEXAS,no,253922.3560405585,276851.69256077224,1003657,0.0,10456.5,52305.6,0.0,0.0,31.29,0.0,0.0,0.0,0.0,0.0,0.0
11551 NACOGDOCHES RD.,SAN ANTONIO,BEXAR,TEXAS,yes,0.0,194624.08400577508,1004270,0.0,516.75,445169.9,0.0,0.0,896.086,0.0,0.0,0.0,0.0,0.0,0.0
11555 110TH AVENUE,DAVENPORT,SCOTT,IOWA,no,251463.6943859218,1178026.1547945496,1002564,0.0,59656.25,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11559 U.S. HIGHWAY 50,DODGE CITY,FORD,KANSAS,no,480274.63892777084,1001906.7869730835,1006037,0.0,107.75,516759.0,0.0,0.0,7661.282,0.0,0.0,0.0,0.0,0.0,0.0
1157 State Route 122 W.,LEBANON,WARREN,OHIO,no,45661.84821395157,600976.4792651924,1002427,0.0,5114.25,21450.4,0.0,0.0,11.622,0.0,0.0,0.0,0.0,0.0,0.0
11571 TX BEEF ROAD,SUNRAY,MOORE,TEXAS,no,502377.12230634317,935514.050904529,1003221,0.0,36465.5,71270.6,0.0,0.0,36.654,0.0,0.0,0.0,0.0,0.0,0.0
116 S ALLEN RD,JARRATT,GREENSVILLE,VIRGINIA,no,79727.23662581008,58355.301383676044,1002584,0.0,80.75,27403.0,0.0,0.0,139.762,0.0,0.0,0.0,0.0,0.0,0.0
116 inverness drive east,ENGLEWOOD,DOUGLAS,COLORADO,no,22093.526833106072,1192322.084414703,1009125,0.0,98002.75,141140.3,0.0,0.0,260.452,0.0,0.0,0.0,0.0,0.0,0.0
11600 MEXICO FARMS RD SE,CUMBERLAND,ALLEGANY,MARYLAND,no,140750.66738997845,163070.1777191384,1001223,0.0,4362.0,1475438.9,0.0,0.0,7563.836,0.0,0.0,0.0,0.0,0.0,0.0
11600 SOUTH 363RD AVENUE,ARLINGTON,MARICOPA,ARIZONA,no,74417.4242338485,214138.17812073042,1000822,0.0,661.5,1426621.3,0.0,0.0,788.508,0.0,0.0,0.0,0.0,0.0,0.0
11603 STRANG RD,LA PORTE,HARRIS,TEXAS,no,33244.50771129383,356.9156295576518,1002072,0.0,0.0,1127305.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11603 Strang Rd,LAPORTE,HARRIS,TEXAS,no,33560.05144971953,664.7593048403537,1004807,0.0,0.0,18888.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161 21ST AVENUE SOUTH  ROOM A-0201 MCN,NASHVILLE,DAVIDSON,TENNESSEE,yes,0.0,613937.3269989867,1004102,0.0,275.0,150369.0,0.0,0.0,459.218,0.0,0.0,0.0,0.0,0.0,0.0
11615 OLD ROUTE 66,GLENARM,SANGAMON,ILLINOIS,no,123498.36916093886,1004943.9684864414,1003153,0.0,20794.0,49042.5,0.0,0.0,26.82,0.0,0.0,0.0,0.0,0.0,0.0
1163 E 15TH ST,JASPER,DUBOIS,INDIANA,no,167727.6862850875,826149.0273826077,1004348,0.0,0.25,111.3,0.0,0.0,2.384,0.0,0.0,0.0,0.0,0.0,0.0
11630 BEELINE HIGHWAY ,SCOTTSDALE,MARICOPA,ARIZONA,no,26689.437234993937,278422.36026722856,1003229,0.0,3402.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11631 US Route 23,CATLETTSBURG,BOYD,KENTUCKY,no,183499.67721483627,453754.3172803314,1007913,0.0,12810.75,2214105.1,0.0,0.0,5259.104,0.0,0.0,0.0,0.0,0.0,0.0
11631 US Route 23 ,CATLETTSBURG,BOYD,KENTUCKY,no,182545.16024125068,453221.7444346346,1005809,0.0,0.0,208525.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11633 SAUNDERS RD,EAST JORDAN,CHARLEVOIX,MICHIGAN,no,327984.3067957966,710432.5563219425,1007838,0.0,31799.909475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11634 HIGHWAY 80 WEST,FOREST,SCOTT,MISSISSIPPI,no,309226.2463577285,221492.01345150365,1002883,0.0,29.25,62179.8,0.0,0.0,34.866,0.0,0.0,0.0,0.0,0.0,0.0
1165 ELKVIEW DRIVE,GAYLORD,OTSEGO,MICHIGAN,no,319394.8492473434,717342.4970977939,1010320,0.0,79884.25,90017.9,0.0,0.0,45.594,0.0,0.0,0.0,0.0,0.0,0.0
1165 Elkview Drive,GAYLORD,OTSEGO,MICHIGAN,no,319394.8492473434,717342.4970977939,1002252,0.0,4070.0,113191.1,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0
1165 NORTH 1600 WEST,OREM,UTAH,UTAH,no,54018.035700343935,870403.9468513917,1006272,0.0,0.0,117.7,0.0,0.0,85099.86,0.0,0.0,0.0,0.0,0.0,0.0
11653 S TORRENCE AVE,CHICAGO,COOK,ILLINOIS,yes,0.0,934821.9430083783,1005756,0.0,9.0,19855.3,0.0,0.0,10.728,0.0,0.0,0.0,0.0,0.0,0.0
1166 JAMES MILL ROAD,GLEASON,WEAKLEY,TENNESSEE,no,163053.0508453264,617253.59091495,1007660,0.0,2.5,5641.5,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0
1167 LOWER BROWNSVILLE RD.,JACKSON,MADISON,TENNESSEE,no,111809.50796149249,552467.2225824846,1004852,0.0,17.25,47416.3,0.0,0.0,20.86,0.0,0.0,0.0,0.0,0.0,0.0
11675 SCOTLAND ZACHARY HIGHWAY,BATON ROUGE,EAST,LOUISIANA,no,413733.8959640882,82494.12377722882,1003484,0.0,25.75,54711.2,0.0,0.0,30.694,0.0,0.0,0.0,0.0,0.0,0.0
11678 Hastings Bridge Road,LOVEJOY,HENRY,GEORGIA,no,37373.47750050986,336096.23850848706,1003854,0.0,45146.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116TH ST S AND ARKANSAS RIVER,JENKS,TULSA,OKLAHOMA,no,365777.7330818292,698419.2520073629,1000998,0.0,547.5,1180643.5,0.0,0.0,652.62,0.0,0.0,0.0,0.0,0.0,0.0
117 College Street,LAKE WORTH,PALM,FLORIDA,no,92137.53354570923,3510.6349950500103,1004420,0.0,0.25,4467.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117 GULICK ST,BLOSSBURG,TIOGA,PENNSYLVANIA,no,246438.76570337225,248331.73283744077,1006253,0.0,58.0,29200.0,0.0,0.0,97.744,0.0,0.0,0.0,0.0,0.0,0.0
117 N. Charter St.,MADISON,DANE,WISCONSIN,no,116510.70950347125,1088050.810444605,1007973,0.0,486.5,188430.4,0.0,0.0,830.526,0.0,0.0,0.0,0.0,0.0,0.0
117 WINNS LAKE ROAD,COMER,MADISON,GEORGIA,no,128406.19956289724,269928.2917911686,1008043,0.0,42264.0,166934.35,0.0,0.0,92.38,0.0,0.0,0.0,0.0,0.0,0.0
1170 2800TH ST,LA HARPE,ALLEN,KANSAS,no,140252.73313115293,905416.042766019,1007192,2072.3,55133.5,105.0,0.0,0.0,28.012,0.0,0.0,0.0,0.0,0.0,0.0
1170 COUNTY RD. 508,HANCEVILLE,CULLMAN,ALABAMA,no,220351.10719044012,373920.2409724173,1007030,1188.4,37.0,74498.8,0.0,0.0,45.296,0.0,0.0,0.0,0.0,0.0,0.0
1170 NORTH 10TH ROAD,PALMYRA,OTOE,NEBRASKA,no,237881.25729519685,1223588.2668293214,1002739,0.0,8837.75,54528.7,0.0,0.0,30.694,0.0,0.0,0.0,0.0,0.0,0.0
11700 W 31ST ST,WESTCHESTER,DUPAGE,ILLINOIS,no,18945.532735155844,968349.1998973768,1003742,0.0,95113.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11702 CARBON BLACK ROAD,SUNRAY,MOORE,TEXAS,no,497094.8508413573,941753.7428590526,1004071,0.0,2.0,150584.4,0.0,0.0,2.384,0.0,0.0,0.0,0.0,0.0,0.0
11703 EAST FM. 846,COAHOMA,HOWARD,TEXAS,no,419432.3061153893,614067.0761052918,1002326,0.0,4124.5,153699.0,0.0,0.0,72.116,0.0,0.0,0.0,0.0,0.0,0.0
11728 HIGHWAY 93,BOULDER,BOULDER,COLORADO,no,34928.49094388337,1201366.6291322608,1004379,0.0,70.75,24880.7,0.0,0.0,122.776,0.0,0.0,0.0,0.0,0.0,0.0
11730 LA HWY 538,MOORINGSPORT,CADDO,LOUISIANA,no,261688.35041036337,302628.0066054382,1001610,0.0,46.0,98414.4,0.0,0.0,54.832,0.0,0.0,0.0,0.0,0.0,0.0
1174 Van Buren County Line Road,QUITMAN,CLEBURNE,ARKANSAS,no,211080.2382353962,593306.8340323069,1008782,0.0,12.0,25411.7,0.0,0.0,14.304,0.0,0.0,0.0,0.0,0.0,0.0
1175 S. 19th Ave,LEMOORE,KINGS,CALIFORNIA,no,214260.0769338936,135949.0371136769,1010345,0.0,19.5,41259.2,0.0,0.0,23.244,0.0,0.0,0.0,0.0,0.0,0.0
11757 Katy Freeway Suite 850,HOUSTON,HARRIS,TEXAS,yes,0.0,51743.513093717454,1010220,0.0,62391.75,171504.8,0.0,0.0,70.626,0.0,0.0,0.0,0.0,0.0,0.0
1176 Bryan Griffin Rd,BUTLER,PENDLETON,KENTUCKY,no,46657.70045124529,609065.7997397633,1006081,10244.3,4808.25,18241.3,0.0,0.0,203.534,0.0,0.0,0.0,0.0,0.0,0.0
1176 East 1500 South,VERNAL,UINTAH,UTAH,no,207077.9015118442,1056229.0787358356,1008205,0.0,2885.25,25359.5,0.0,0.0,14.006,0.0,0.0,0.0,0.0,0.0,0.0
1176 NO. 1 ROAD,CAIRNBROOK,SOMERSET,PENNSYLVANIA,no,105308.96736507076,201150.06597082163,1007686,0.0,50625.625,1036.272,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0
11765 Mountain View Road,KINGSBURG,FRESNO,CALIFORNIA,no,217308.30722773907,170919.11443303956,1003016,0.0,24.25,51457.3,0.0,0.0,28.906,0.0,0.0,0.0,0.0,0.0,0.0
1177 COUNTY LINE ROAD,SANDERSVILLE,WASHINGTON,GEORGIA,no,152803.28883342154,207203.3940134193,1000791,0.0,53.75,115751.4,0.0,0.0,64.07,0.0,0.0,0.0,0.0,0.0,0.0
11771 OLD STAGE ROAD,SALINAS,MONTEREY,CALIFORNIA,no,65624.95475755616,13907.3119652949,1002601,0.0,9.25,55319.6,0.0,0.0,12.814,0.0,0.0,0.0,0.0,0.0,0.0
11775 STATE ROUTE 220,WAVERLY,PIKE,OHIO,no,101287.24016904451,487425.74604715215,1006383,0.0,73235.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11777 BAY AREA BLVD.,PASADENA,HARRIS,TEXAS,no,37783.447629869006,3444.3447277150485,1000346,0.0,46.75,1376340.7,0.0,0.0,56.62,0.0,0.0,0.0,0.0,0.0,0.0
11783 STATE HIGHWAY 14 S,TIJERAS,BERNALILLO,NEW MEXICO,no,542067.466273515,755972.3301554127,1009018,0.0,258.25,205524.9,0.0,0.0,447.596,0.0,0.0,0.0,0.0,0.0,0.0
118 BERGEAUX ROAD,JENNINGS,ACADIA,LOUISIANA,no,274290.1134023473,69061.30941838813,1007931,0.0,18.975,40890.3,0.0,0.0,22.35,0.0,0.0,0.0,0.0,0.0,0.0
118 Federal Road,CARVER,PLYMOUTH,MASSACHUSETTS,no,57686.28326113414,7282.365045761066,1005715,0.0,49912.25,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11800 LEWIS ROAD,CHESTER,CHESTERFIELD,VIRGINIA,no,20070.94329144474,19259.013106857834,1007088,0.0,83825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11801 SHELDON ST,SUN VALLEY,LOS,CALIFORNIA,no,15054.838321798321,27293.287626989306,1001457,37919.3,267.75,453204.5,0.0,0.0,386.208,0.0,0.0,0.0,0.0,0.0,0.0
1182 260TH ST.,SERGEANT BLUFF,WOODBURY,IOWA,no,385168.42371369415,1397612.7582698434,1006005,0.0,111.0,699564.9,0.0,0.0,676890.312,0.0,0.0,0.0,0.0,0.0,0.0
11826 N 30th St,KREMLIN,GARFIELD,OKLAHOMA,no,408815.1473760743,798042.8827841263,1004521,0.0,0.5,291406.9,0.0,0.0,0.596,0.0,0.0,0.0,0.0,0.0,0.0
1184 McClellandtown Road,MC CLELLANDTOWN,FAYETTE,PENNSYLVANIA,no,62416.78868224142,261085.0840317447,1001844,0.0,18557.5,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
